p,BM,0.145281,0.00183106,-0.0251437,-0.231772,-0.158405,-0.549764,0.0683721,-0.195897,-0.00080491,-0.122365,0.48862,-0.573958,-0.0935887,0.127213,0.573601,0.48233,-0.120328,-0.955534,-0.0914135,-0.109879
p,BM,0.0527971,-0.0182423,-0.0516391,-0.382474,-0.130948,-0.515754,0.072098,-0.278499,0.059211,-0.118287,0.347691,-0.343524,-0.0698837,0.00646504,0.465575,0.416866,-0.0765761,-0.899762,-0.0883849,-0.169709
p,BM,0.0198481,0.0177622,-0.0260791,-0.262839,-0.191803,-0.514059,0.200548,-0.24043,0.0152799,-0.163295,0.305664,-0.341586,-0.0525378,0.0958285,0.508148,0.400252,-0.0232793,-0.868638,-0.116258,-0.195894
p,BM,-0.0249914,-0.040265,-0.0491907,-0.337978,-0.130204,-0.491376,0.152266,-0.304078,-0.0017786,-0.159328,0.316543,-0.395275,-0.0825993,0.040224,0.47235,0.469762,0.000449778,-0.925184,-0.103137,-0.192163
p,BM,-0.0388337,0.238689,-0.273807,-0.22057,-0.268141,-0.161394,0.165019,-0.208204,-0.0243058,0.145797,0.133051,0.0519202,-0.19127,-0.0450915,-0.153439,-0.15308,-0.423248,-0.398584,0.121301,-0.0392553
p,BM,-0.122363,0.422588,-0.229529,-0.174259,-0.262625,-0.165051,0.217521,-0.259176,-0.100744,-0.0250369,0.0594159,0.0669378,-0.142552,-0.0518221,-0.0735231,0.0471581,-0.0144238,-0.508108,0.0629816,-0.0315675
p,BM,-0.226901,-0.0157296,-0.324229,0.112101,-0.218067,-0.145198,0.259175,-0.131745,0.259142,0.125415,-0.0837644,0.0124262,0.0189534,-0.126156,-0.188406,-0.0728092,0.0121017,-0.277495,0.183911,0.0492048
p,BM,-0.0603168,0.113975,-0.133282,-0.113408,-0.138104,-0.224447,0.178723,-0.304196,0.115164,-0.0347911,0.151322,-0.0564445,-0.154656,-0.135725,0.149882,0.216404,-0.0299717,-0.574768,-0.000125804,-0.139955
p,BM,-0.204062,0.0301985,-0.123556,0.239746,0.0332342,-0.0944525,0.0625153,-0.382909,-0.0138817,0.186829,0.45834,0.240805,-0.172219,-0.0926241,0.0431973,-0.0558972,0.0,-0.328231,0.0864146,-0.171752
p,BM,0.122047,0.578463,-0.0531291,-0.394,-0.269615,-0.20499,-0.149492,-0.014441,-0.0487734,-0.74255,0.119567,-0.143152,-0.102416,0.47942,0.384518,0.501054,-0.131881,-0.734787,-0.302606,-0.0496094
p,BM,0.149633,0.18965,0.00321147,-0.656847,-0.24076,-0.63933,-0.0326776,-0.145876,-0.0529466,-0.087771,0.377811,-0.248821,-0.120652,0.37106,0.306332,0.231844,0.0919458,-0.29924,0.0173196,-0.221179
p,BM,-0.0492575,0.241075,-0.0824338,-0.342475,-0.154669,-0.223079,0.134303,-0.277255,-0.0617355,-0.249392,0.566423,-0.269919,0.0175256,0.241794,0.483978,0.293007,-0.013703,-0.897136,0.0282921,-0.221773
p,BM,-0.0264401,0.418479,-0.0589217,0.125943,-0.159024,-0.0409492,0.119957,-0.229641,-0.05193,-0.203781,0.699474,0.373565,-0.0037742,0.0747733,0.424184,0.192762,0.00344783,-0.714156,0.0668202,-0.278435
h,BM,0.0615323,-0.0920604,0.543303,-0.280985,0.322515,-0.0420174,-0.251613,0.100914,0.0188516,0.0895554,-0.0454541,-0.0418614,-0.037813,0.222755,-0.131315,0.26931,-0.110794,-0.0024627,0.434134,0.573634
h,BM,-0.148779,0.431567,-0.206019,-0.0810899,0.0199157,-0.181013,0.179232,-0.185436,-0.145847,0.0915569,0.185867,0.16497,-0.184445,-0.2251,-0.0229334,0.190367,0.10606,-0.594708,-0.0443231,0.198952
p,BM,0.0262934,-0.184143,-0.00950233,-0.456899,-0.097134,-0.537284,0.0801305,-0.341233,-0.0117131,-0.2935,0.504845,-0.614749,-0.177877,0.206086,0.686843,0.422948,-0.0275024,-0.887303,-0.0757819,-0.145545
p,BM,-0.0540551,-0.21968,-0.00926524,-0.415377,-0.139843,-0.453835,0.0607708,-0.314155,-0.0329281,-0.211237,0.536744,-0.499742,-0.184539,0.183627,0.661831,0.311249,0.0517729,-0.888377,-0.157591,-0.133437
p,BM,0.137388,-0.266973,-0.0208265,-0.479514,-0.0990105,-0.565176,0.0814429,-0.42487,-0.0159952,-0.188385,0.418299,-0.489675,-0.133342,0.197295,0.646653,0.326147,0.0293293,-0.788445,-0.140162,-0.23707
p,BM,0.031864,-0.205603,0.0756455,-0.465891,-0.13464,-0.579155,-0.0667753,-0.473122,-0.0753166,-0.166728,0.178525,-0.589823,-0.207797,0.305576,0.132491,0.334301,-0.038617,-0.50384,-0.0627428,-0.217014
p,BM,0.0514268,-0.253406,-0.0215019,-0.290723,-0.0567882,-0.416282,0.0544609,-0.364611,-0.00969957,-0.362527,0.410771,-0.518965,-0.135565,0.253457,0.551231,0.329954,-0.052076,-0.884673,-0.133912,-0.153623
p,BM,0.149853,-0.210057,-0.00893837,-0.270586,-0.082469,-0.480062,0.068941,-0.370614,-0.00839927,-0.275487,0.490224,-0.514371,-0.137971,0.286607,0.632494,0.262915,-0.0555601,-0.800209,-0.108474,-0.225447
p,BM,0.161974,-0.23389,-0.00130865,-0.18634,-0.0697512,-0.500973,0.0271436,-0.352001,-0.0167523,-0.21266,0.480771,-0.408425,-0.13179,0.370476,0.686691,0.297462,-0.00680335,-0.714041,-0.108591,-0.188095
p,BM,0.183484,-0.225797,-0.011335,-0.0528947,-0.090475,-0.395208,0.0268822,-0.277092,-0.0158582,-0.187011,0.585054,-0.342945,-0.184314,0.285558,0.609793,0.295148,-0.00168298,-0.709985,-0.109083,-0.203166
p,BM,0.268782,-0.238387,0.0180324,-0.0968827,-0.0303374,-0.361214,-0.000485148,-0.377359,-0.00487595,-0.113813,0.495313,-0.380398,-0.146388,0.284974,0.598439,0.272012,0.00992987,-0.614035,-0.180703,-0.156294
h,BM,0.0179892,0.560221,-0.0548264,-0.994396,-0.03841,0.176033,-0.935053,0.0,-0.119561,-0.996569,0.030125,-0.0344292,0.417334,0.377273,0.430535,0.927798,-0.127836,-0.818647,-0.564075,-0.00179192
h,BM,0.0,0.536515,-0.0705727,-0.996432,-0.0328035,0.0453317,-0.952367,0.0,-0.127013,-0.998101,0.0155,0.0,0.402836,0.419532,0.374995,0.799191,-0.196082,-0.823965,-0.548908,-0.0241174
h,BM,-0.000340766,0.604613,-0.098468,-0.969021,-0.0798935,-0.0794449,-0.934876,-0.0107786,-0.123484,-0.935565,0.033837,0.0,0.513011,0.440427,0.299753,0.789516,-0.130742,-0.701982,-0.520984,-0.135669
h,BM,0.0446042,0.552942,-0.111748,-0.746863,-0.283013,0.12864,-0.678233,0.0508299,-0.0667608,-0.783923,0.0318704,-0.054969,0.448133,0.456275,0.140068,0.656628,-0.168001,-0.557081,0.000959732,-0.00471394
h,BM,-0.0937391,0.646596,-0.0882175,-0.645114,-0.260612,-0.0542443,-0.135169,0.326982,0.00645148,-0.60896,-0.038946,-0.0980521,0.397807,0.422512,0.122972,0.451707,-0.000360484,-0.519763,0.105317,0.380394
h,BM,0.0202868,0.501631,-0.0276183,-0.862888,-0.118178,-0.13379,-0.537562,0.0,-0.0576192,-0.904229,0.198221,-0.400828,0.0575802,0.341928,0.250469,0.716085,-0.0219625,-0.723395,-0.446802,0.0118773
h,BM,0.0240943,0.547276,-0.0336706,-0.98549,-0.0794124,-0.0664116,-0.893471,0.00674545,-0.169316,-0.967164,0.213894,-0.11459,0.418637,0.492248,0.272598,0.784168,-0.0801745,-0.871897,-0.575016,-0.0474847
h,BM,0.0448475,0.567995,-0.0700611,-0.988962,-0.109372,-0.108975,-0.999728,0.0,-0.180386,-0.978646,0.0728891,-0.0393195,0.449568,0.494424,0.479411,0.882673,-0.0883138,-0.871047,-0.451034,-0.0730549
h,BM,0.0673832,0.557132,-0.086887,-0.999328,-0.211863,0.193382,-0.928691,-0.0,-0.106662,-0.980599,0.0634132,-0.0343495,0.491452,0.492702,0.461529,0.814893,-0.0524215,-0.831456,-0.446875,-0.0753137
h,BM,0.04351,0.561167,-0.0704085,-0.985105,-0.108388,0.120725,-0.939328,-0.000973168,-0.188205,-0.939011,0.0259038,-0.0681525,0.51034,0.332514,0.379892,0.868543,-0.178963,-0.746487,-0.45708,-0.0702054
h,BM,0.131704,0.502084,-0.0584745,-0.993602,-0.143546,0.23284,-0.947885,-0.0,-0.126158,-0.996711,0.0912998,0.0,0.418622,0.36967,0.486923,0.89088,-0.0799816,-0.811858,-0.563287,-0.0482566
h,BM,9.1253e-06,0.53538,-0.0549879,-0.998292,-0.0822604,0.184268,-0.999996,0.0,-0.146162,-0.997912,0.0427485,-0.0640761,0.480597,0.479545,0.532828,0.767009,-0.0735081,-0.756874,-0.669702,-0.0304645
h,BM,0.0030729,0.538525,0.00525778,-0.911985,-0.0726064,-0.170902,-0.90073,0.0,-0.0922337,-0.997434,-0.115533,0.0,0.408996,0.431406,0.452262,0.825915,-0.12109,-0.567735,-0.500127,-0.0181081
h,BM,0.00109924,0.562306,-0.0189209,-0.957989,-0.0657561,-0.168408,-0.999949,0.000204445,-0.119835,-0.997565,0.0390185,0.0,0.286957,0.490505,0.382694,0.829288,-0.152337,-0.700232,-0.545295,-0.0048422
h,BM,0.0102051,0.673257,-0.000570771,-0.934089,-0.035571,-0.299547,-0.935469,-0.000337467,-0.0991076,-0.997754,0.0465812,0.0,0.42205,0.478078,0.43468,0.884182,-0.158677,-0.757942,-0.552469,-0.0729074
h,BM,0.127226,0.651933,-0.0382006,-0.957663,-0.122478,-0.14636,-0.851312,0.00545187,-0.210398,-0.896622,0.098533,-0.0717234,0.518127,0.442535,0.346578,0.787592,-0.199657,-0.802843,-0.453401,-0.241273
h,BM,0.272798,0.69092,0.0295513,-0.473932,-0.184313,0.0770153,-0.376647,0.0272854,-0.014883,-0.961818,0.310006,0.0,-0.10884,0.42836,0.0643638,0.786225,-0.323062,-0.459221,-0.564398,0.0339329
h,BM,0.389389,0.470944,-0.0386873,-0.107361,-0.0810978,-0.119432,0.14353,-0.233271,-0.114546,-0.127656,0.745193,0.3703,-0.0523391,-0.0221376,0.349857,0.354603,-0.00504461,-0.985835,-0.174769,-0.326638
h,BM,-0.436169,0.236767,-0.0131169,0.200521,-0.00882937,-0.0196907,0.0285829,-0.124384,-0.0790619,-0.0835271,0.889239,0.375245,-0.325114,-0.0289717,0.477414,0.177975,0.0,-0.988807,-0.183962,-0.0748075
h,BM,0.592181,0.62293,0.0646422,-0.393497,-0.244176,0.0555304,-0.0250271,0.255522,-0.0526927,-0.418117,0.510298,0.042038,-0.0128951,0.478447,0.145221,0.579601,-0.0892163,-0.433216,-0.253708,0.427268
h,BM,0.0755377,0.61682,0.306293,-0.498383,-0.198955,-0.136434,-0.344331,-0.000837378,-0.00895978,-0.992677,-0.359884,-0.437551,-0.0536152,0.527572,0.131266,0.742161,0.012006,-0.141844,-0.459035,0.455202
h,BM,0.2181,0.536199,0.211939,-0.57989,-0.264319,-0.0870901,-0.552286,0.0243797,-0.077557,-0.687817,0.275478,-0.310362,-0.0632259,0.713706,0.04719,0.731494,-0.161456,-0.148589,-0.311408,0.131178
h,BM,0.130072,0.567021,0.11278,-0.465088,-0.209348,-0.00311099,-0.446758,0.00514809,-0.0141025,-0.978423,-0.0374432,-0.575408,-0.00093511,0.485583,0.0820932,0.816077,-0.0992536,-0.358059,-0.478483,0.214548
h,BM,0.249152,0.477301,0.193864,-0.628268,-0.307515,-0.446226,-0.61775,0.0274628,-0.0876768,-0.740627,0.321032,-0.388806,-0.143714,0.663637,0.267483,0.556953,-0.186977,-0.286988,-0.276667,-0.160574
h,BM,0.478276,0.456924,-0.0754567,-0.213041,-0.200566,-0.0797072,0.110811,0.161846,-0.0856123,-0.114056,0.662559,0.0127748,-0.0482136,0.181543,0.226176,0.367302,-0.0598099,-0.863126,-0.0520801,-0.107298
h,BM,0.210765,0.474988,-0.0758799,0.0364901,-0.150196,0.0813204,0.0816,-0.0857755,-0.126762,-0.100379,0.711502,0.210766,-0.212439,0.0227168,0.209124,0.264909,-0.0123072,-0.938336,-0.181212,-0.0675188
h,BM,-0.0282654,0.426276,-0.0579901,0.196906,-0.137286,0.058355,0.111993,-0.119463,-0.0678127,-0.172606,0.779245,0.247823,-0.199186,0.0130991,0.260789,0.292806,-0.0236373,-0.979681,-0.199348,-0.0927508
